ID,Date&Time,Status,MODE,Game ID,PlayerUsername,Team,Number,Score Manuel,TScore,TMatch,Tgoals,SoloScore,tTeamScore,ATT,DEF,Rank,Goal,Assist,Hattrick,OwnGoal,Match Total Score,IndividualScore,TeamScore,MVP,TeamWin,TeamLoss,TeamCleanSheet,TeamMiniGame,TeamGoals,TeamGC
402,6/4/2025 19:00:00,Played,Rayo Rush5,1O,taha er.60,Jaune,15,,"3,6",2,4,"0,7","6,5","19,8",30,174,1,,,,"4,1",5,3,,2,4,1,6,5,8
403,6/4/2025 19:00:00,Played,Rayo Rush5,1O,abdelhak sa.61,Jaune,17,,"4,1",19,9,"2,7","5,5","7,4","3,7",136,2,1,,,"5,5","8,5",3,,2,4,1,6,5,8
404,6/4/2025 19:00:00,Played,Rayo Rush5,1O,,None,0,,,,,,,0,0,,,,,,2,0,,,,,,,,
405,6/4/2025 19:00:00,Played,Rayo Rush5,1O,,None,0,,,,,,,0,0,,,,,,2,0,,,,,,,,
406,6/4/2025 18:30:00,Played,Rayo Rush5,2M,amin ma.49,Blue,19,,"6,8",23,34,"8,1","5,5","17,2","-7,6",6,1,2,,,"5,9","12,9","7,9",,4,4,3,8,9,8
407,6/4/2025 18:30:00,Played,Rayo Rush5,2M,yassine ab.84,Blue,21,,"2,85",4,7,1,"4,7","16,3",20,241,1,,,,"4,7","9,9","7,9",,4,4,3,8,9,8
408,6/4/2025 18:30:00,Played,Rayo Rush5,2M,tarik el.01,Blue,22,,"2,9",3,1,"0,3","5,5","5,7","3,3",235,,,,,"3,9","7,9","7,9",,4,4,3,8,9,8
409,6/4/2025 18:30:00,Played,Rayo Rush5,2M,abdrahim id.36,Blue,25,,"4,35",1,6,"0,8","7,9","49,5",80,121,6,2,,,"9,9","22,9","7,9",,4,4,3,8,9,8
410,6/4/2025 18:30:00,Played,Rayo Rush5,2M,reda ma.32,Blue,23,,"2,9",2,2,"0,3","5,5","10,2",10,235,1,,,,"4,7","9,9","7,9",,4,4,3,8,9,8
411,6/4/2025 18:30:00,Played,Rayo Rush5,2M,hamza el.16,Orange,5,,"6,65",3,14,"3,3",10,"66,9","76,7",7,5,2,,,10,23,10,1,8,2,3,10,17,7
412,6/4/2025 18:30:00,Played,Rayo Rush5,2M,haitham na.80,Orange,7,,"5,35",2,4,"0,7",10,"23,8",30,34,3,2,,,"8,4",19,10,,8,2,3,10,17,7
413,6/4/2025 18:30:00,Played,Rayo Rush5,2M,youssef ma.95,Orange,8,,"5,6",5,18,"2,6","8,6","34,4",48,17,5,1,,,"9,4","21,5",10,,8,2,3,10,17,7
414,6/4/2025 18:30:00,Played,Rayo Rush5,2M,karim se.00,Orange,9,,"4,15",2,3,"0,5","7,8","17,3",20,134,3,1,,,"7,8","17,5",10,,8,2,3,10,17,7
415,6/4/2025 18:30:00,Played,Rayo Rush5,2M,hamza ha.74,Orange,11,,"4,3",2,3,1,"7,6","23,8",45,125,1,5,,,"8,6","19,5",10,,8,2,3,10,17,7
416,6/4/2025 18:30:00,Played,Rayo Rush5,2M,achraf ra.29,Jaune,14,,"6,3",17,40,"7,1","5,5",23,"35,3",10,2,,,,"3,6",7,3,,0,6,0,6,4,15
417,6/4/2025 18:30:00,Played,Rayo Rush5,2M,ibrahim ac.00,Jaune,15,,"3,6",2,4,"0,7","6,5","19,8",30,174,1,1,,,"3,4","6,5",3,,0,6,0,6,4,15
418,6/4/2025 18:30:00,Played,Rayo Rush5,2M,ismail el.31,Jaune,16,,"1,6",1,1,"0,2",3,"8,7",10,315,1,,,,"2,8",5,3,,0,6,0,6,4,15
419,6/4/2025 18:30:00,Played,Rayo Rush5,2M,yassine ab.57,Jaune,17,,4,6,9,"2,2","5,8","18,3","31,7",147,,2,,,"3,2",6,3,,0,6,0,6,4,15
420,6/4/2025 18:30:00,Played,Rayo Rush5,2M,omar le.27,Jaune,18,,"2,9",4,1,"0,4","5,4","5,5","2,5",235,,,,,2,3,3,,0,6,0,6,4,15
436,6/13/2025 19:30:00,Played,Rayo Rush5,2O,amine sa.21,Orange,5,"0,67","2,95",1,1,"0,4","5,5","17,7",40,227,1,3,,,"4,5",12,"5,5",,4,4,3,8,7,10
437,6/13/2025 19:30:00,Played,Rayo Rush5,2O,achraf ra.29,Jaune,14,"6,33","6,3",17,40,"7,1","5,5",23,"35,3",10,1,,,,"2,6",5,3,,2,6,2,8,5,12
438,6/13/2025 19:30:00,Played,Rayo Rush5,2O,amin ma.49,Orange,7,"7,5","6,8",23,34,"8,1","5,5","17,2","-7,6",6,4,1,,,"5,3",15,"5,5",,4,4,3,8,7,10
439,6/13/2025 19:30:00,Played,Rayo Rush5,2O,ismail lo.98,Orange,8,"0,67","5,8",17,14,"5,1","6,5",14,"24,7",13,,,,,"2,7","5,5","5,5",,4,4,3,8,7,10
440,6/13/2025 19:30:00,Played,Rayo Rush5,2O,omar le.27,Jaune,15,"1,07","2,9",4,1,"0,4","5,4","5,5","2,5",235,1,,,,"2,6",5,3,,2,6,2,8,5,12
441,6/13/2025 19:30:00,Played,Rayo Rush5,2O,abdelhak sa.61,Jaune,16,"3,73","4,1",19,9,"2,7","5,5","7,4","3,7",136,,,,,2,3,3,,2,6,2,8,5,12
442,6/13/2025 19:30:00,Played,Rayo Rush5,2O,karim se.00,Orange,9,"4,07","4,15",2,3,"0,5","7,8","17,3",20,134,,,,,"2,7","5,5","5,5",,4,4,3,8,7,10
443,6/13/2025 19:30:00,Played,Rayo Rush5,2O,moaad bo.84,Orange,11,"4,43","4,65",4,9,"2,2","7,1","26,3","-0,8",112,2,1,,,"4,2",11,"5,5",,4,4,3,8,7,10
444,6/13/2025 19:30:00,Played,Rayo Rush5,2O,youssef ai.89,Blue,19,"6,13","9,1",11,51,10,"8,2","54,9","73,6",1,8,4,,,10,32,10,1,7,3,6,10,17,7
445,6/13/2025 19:30:00,Played,Rayo Rush5,2O,hany mo.83,Jaune,17,"0,67","3,55",4,8,"1,1",6,"18,7","22,5",179,2,,,,"3,1",7,3,,2,6,2,8,5,12
446,6/13/2025 19:30:00,Played,Rayo Rush5,2O,youssef lo.41,Blue,21,"0,67",4,6,11,"1,5","6,5","16,3",20,147,5,,,,"6,7",20,10,,7,3,6,10,17,7
447,6/13/2025 19:30:00,Played,Rayo Rush5,2O,ahmedyacine ha.61,Blue,22,"5,67","5,4",11,13,"4,3","6,5","18,6","34,5",32,2,4,,,"6,7",20,10,,7,3,6,10,17,7
448,6/13/2025 19:30:00,Played,Rayo Rush5,2O,aymane ha.97,Jaune,18,"4,47","3,85",2,5,"1,2","6,5","28,7",55,158,1,3,,,"3,8","9,5",3,,2,6,2,8,5,12
449,6/13/2025 19:30:00,Played,Rayo Rush5,2O,brahim el.55,Blue,23,"2,23","3,25",5,2,"0,5",6,8,4,204,,,,,"3,9",10,10,,7,3,6,10,17,7
450,6/13/2025 19:30:00,Played,Rayo Rush5,2O,zakaria sa.29,Blue,25,"2,87","3,85",6,5,"1,7",6,"13,9","23,3",158,2,1,,,"5,4","15,5",10,,7,3,6,10,17,7
451,6/13/2025 20:00:00,Played,Rayo Rush5,1P,hamza kh.18,Orange,5,"9,47","7,2",17,31,"7,6","6,8",24,"10,5",4,4,0,1,,"7,5",14,3,,2,5,1,7,5,7
452,6/13/2025 20:00:00,Played,Rayo Rush5,1P,zakaria ho.91,Jaune,14,"6,77","6,15",10,18,"5,6","6,7","23,3",46,11,3,2,0,,10,19,10,1,6,3,7,9,7,4
453,6/13/2025 20:00:00,Played,Rayo Rush5,1P,omar la.25,Blue,19,"3,77","3,95",3,6,"1,4","6,5","19,2","33,3",150,1,2,0,,"6,3","11,6","6,6",,4,4,5,8,4,5
454,6/13/2025 20:00:00,Played,Rayo Rush5,1P,hamza ar.80,Jaune,15,"3,57","4,35",3,4,1,"7,7","14,1",20,121,0,0,0,,"5,5",10,10,,6,3,7,9,7,4
455,6/13/2025 20:00:00,Played,Rayo Rush5,1P,oussama be.78,Orange,7,"3,37","3,05",4,4,"1,1",5,"12,7","22,5",218,0,0,0,,2,3,3,,2,5,1,7,5,7
456,6/13/2025 20:00:00,Played,Rayo Rush5,1P,khalid na.48,Blue,21,"0,07","1,75",2,1,"0,2","3,3","4,3",5,282,1,0,0,,"4,8","8,6","6,6",,4,4,5,8,4,5
457,6/13/2025 20:00:00,Played,Rayo Rush5,1P,ayoub la.30,Orange,8,"3,57","3,4",5,6,"1,2","5,6","12,8","16,6",191,1,0,0,,3,5,3,,2,5,1,7,5,7
458,6/13/2025 20:00:00,Played,Rayo Rush5,1P,ayoub wa.56,Blue,22,"0,67","3,45",1,2,"0,3","6,6","15,3",20,184,2,0,0,,"5,8","10,6","6,6",,4,4,5,8,4,5
459,6/13/2025 20:00:00,Played,Rayo Rush5,1P,ahmed ez.92,Blue,25,"0,67","3,35",1,0,"0,1","6,6",2,0,198,0,0,0,,"3,8","6,6","6,6",,4,4,5,8,4,5
460,6/13/2025 20:00:00,Played,Rayo Rush5,1P,adam af.90,Jaune,16,"0,67","5,15",1,1,"0,3",10,"12,7",20,74,1,1,0,,"7,3","13,5",10,,6,3,7,9,7,4
461,6/13/2025 20:00:00,Played,Rayo Rush5,1P,zakaria me.00,Orange,9,"0,67","1,55",1,0,"0,1",3,"2,5",0,336,0,0,0,,2,3,3,,2,5,1,7,5,7
462,6/13/2025 20:00:00,Played,Rayo Rush5,1P,omar bo.81,Orange,11,"0,67","1,55",1,0,"0,1",3,"2,5",0,336,0,0,0,,2,3,3,,2,5,1,7,5,7
463,6/13/2025 20:00:00,Played,Rayo Rush5,1P,hamza kh.13,Jaune,17,"0,67","5,2",1,2,"0,4",10,"19,3",30,50,2,1,0,,"8,3","15,5",10,,6,3,7,9,7,4
464,6/13/2025 20:00:00,Played,Rayo Rush5,1P,jawad to.46,Blue,23,"6,63","4,5",11,16,"3,4","5,6","15,3","19,8",118,0,1,0,,"4,6","8,1","6,6",,4,4,5,8,4,5
465,6/13/2025 20:00:00,Played,Rayo Rush5,1P,amine be.43,Jaune,18,"1,13","3,4",2,1,"0,3","6,5","6,8",10,191,1,0,0,,"6,5",12,10,,6,3,7,9,7,4
481,6/15/2025 20:00:00,Played,Rayo Rush5,2P,ismail be.77,Jaune,14,"2,67","3,45",5,5,"1,2","5,7","13,5",18,184,0,1,0,,"4,8","11,5",10,,6,4,5,10,15,9
482,6/15/2025 20:00:00,Played,Rayo Rush5,2P,youssef lo.41,Blue,19,"4,33",4,6,11,"1,5","6,5","16,3",20,147,1,0,0,,"2,3",5,3,,4,5,3,9,5,8
483,6/15/2025 20:00:00,Played,Rayo Rush5,2P,mohammed es.65,Orange,5,"6,27","5,6",11,32,"4,9","6,3","25,6","34,5",17,1,1,0,,"3,3","7,6","4,1",,4,5,4,9,8,11
484,6/15/2025 20:00:00,Played,Rayo Rush5,2P,amin ma.49,Blue,21,"8,4","6,8",23,34,"8,1","5,5","17,2","-7,6",6,2,1,0,,"3,6","8,5",3,,4,5,3,9,5,8
485,6/15/2025 20:00:00,Played,Rayo Rush5,2P,,Orange,7,"1,2",,,,,,0,0,,0,0,,,2,"4,1","4,1",,4,5,4,9,8,11
486,6/15/2025 20:00:00,Played,Rayo Rush5,2P,youssef ai.89,Jaune,15,"8,47","9,1",11,51,10,"8,2","54,9","73,6",1,2,4,0,,"7,9",20,10,,6,4,5,10,15,9
487,6/15/2025 20:00:00,Played,Rayo Rush5,2P,abdelhak sa.61,Blue,22,"3,73","4,1",19,9,"2,7","5,5","7,4","3,7",136,0,1,0,,"2,1","4,5",3,,4,5,3,9,5,8
488,6/15/2025 20:00:00,Played,Rayo Rush5,2P,ismail lo.98,Orange,8,"1,9","5,8",17,14,"5,1","6,5",14,"24,7",13,0,2,0,,"3,1","7,1","4,1",,4,5,4,9,8,11
489,6/15/2025 20:00:00,Played,Rayo Rush5,2P,abdelaziz af.47,Jaune,16,"0,67","3,45",6,8,"1,5","5,4","14,3",20,184,3,0,0,,"6,4",16,10,,6,4,5,10,15,9
490,6/15/2025 20:00:00,Played,Rayo Rush5,2P,ahmedyacine ha.61,Blue,25,"6,67","5,4",11,13,"4,3","6,5","18,6","34,5",32,0,2,0,,"2,7",6,3,,4,5,3,9,5,8
491,6/15/2025 20:00:00,Played,Rayo Rush5,2P,youssef ma.95,Jaune,17,"4,47","5,6",5,18,"2,6","8,6","34,4",48,17,3,3,0,,"8,1","20,5",10,,6,4,5,10,15,9
492,6/15/2025 20:00:00,Played,Rayo Rush5,2P,achraf ra.29,Jaune,18,"6,47","6,3",17,40,"7,1","5,5",23,"35,3",10,7,1,0,,10,"25,5",10,1,6,4,5,10,15,9
493,6/15/2025 20:00:00,Played,Rayo Rush5,2P,hamza kh.18,Orange,9,"9,47","7,2",17,31,"7,6","6,8",24,"10,5",4,5,2,0,,"6,9","17,1","4,1",,4,5,4,9,8,11
494,6/15/2025 20:00:00,Played,Rayo Rush5,2P,youness da.22,Orange,11,"5,33","4,7",7,19,"3,4",6,"34,1","38,6",106,2,0,0,,"3,5","8,1","4,1",,4,5,4,9,8,11
495,6/15/2025 20:00:00,Played,Rayo Rush5,2P,mohamed ha.74,Blue,23,"0,67","1,7",1,2,"0,4",3,"18,3",30,288,2,1,0,,"3,6","8,5",3,,4,5,3,9,5,8
496,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,achraf ra.29,Blue,19,"7,47","6,3",17,40,"7,1","5,5",23,"35,3",10,0,0,0,,2,"3,2","3,2",,2,5,0,7,5,9
497,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,mohamed ai.24,Orange,8,"7,8","7,9",17,39,"8,4","7,4","27,4","11,3",3,5,1,0,,7,"21,5",10,,7,2,4,9,14,5
498,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,wail la.96,Jaune,15,"4,03",4,7,6,2,6,"13,9","22,9",147,1,1,0,,"2,9","6,5",3,,2,4,0,6,5,10
499,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,yassine ab.84,Blue,23,"2,6","2,85",4,7,1,"4,7","16,3",20,241,3,0,0,,"3,6","9,2","3,2",,2,5,0,7,5,9
500,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,zakaria ho.91,Blue,21,"6,1","6,15",10,18,"5,6","6,7","23,3",46,11,0,1,0,,"2,4","4,7","3,2",,2,5,0,7,5,9
501,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,hamza kh.18,Orange,7,"9,33","7,2",17,31,"7,6","6,8",24,"10,5",4,1,4,0,,6,18,10,,7,2,4,9,14,5
502,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,abdelhak sa.61,Orange,11,"3,5","4,1",19,9,"2,7","5,5","7,4","3,7",136,1,0,0,,"4,4",12,10,,7,2,4,9,14,5
503,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,ahmedyacine ha.61,Jaune,16,"6,03","5,4",11,13,"4,3","6,5","18,6","34,5",32,0,1,0,,"2,4","4,5",3,,2,4,0,6,5,10
504,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,ismail be.77,Jaune,17,"3,07","3,45",5,5,"1,2","5,7","13,5",18,184,2,1,0,,"3,4","8,5",3,,2,4,0,6,5,10
505,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,mohamed la.48,Jaune,14,"4,83","4,1",7,9,"2,7","5,5","18,7","34,3",136,1,1,0,,"2,9","6,5",3,,2,4,0,6,5,10
506,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,hamza ba.54,Blue,22,"1,73","4,35",7,7,"1,6","7,1","12,4","17,1",121,0,1,0,,"2,4","4,7","3,2",,2,5,0,7,5,9
507,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,moaad bo.84,Orange,9,"4,4","4,65",4,9,"2,2","7,1","26,3","-0,8",112,1,2,0,,"5,2",15,10,,7,2,4,9,14,5
508,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,reda ma.32,Jaune,18,"2,83","2,9",2,2,"0,3","5,5","10,2",10,235,1,0,0,,"2,5",5,3,,2,4,0,6,5,10
509,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,abdelaziz af.47,Blue,25,"3,87","3,45",6,8,"1,5","5,4","14,3",20,184,2,0,0,,"3,1","7,2","3,2",,2,5,0,7,5,9
510,6/17/2025 18:30:00,Played,Rayo Rush5,2Q,bicher le.84,Orange,5,"0,67","8,7",11,59,"9,8","7,6","46,3","71,8",2,6,7,0,,10,"32,5",10,1,7,2,4,9,14,5
511,6/18/2025 19:00:00,Played,Rayo Rush5,2R,achraf ti.65,Orange,5,"0,67",3,1,3,"0,5","5,5",29,50,223,3,2,0,,"6,1","14,5","5,5",,4,4,2,8,8,10
512,6/18/2025 19:00:00,Played,Rayo Rush5,2R,islam be.96,Jaune,14,"4,93","4,8",12,26,"4,4","5,2","21,8","-20,6",100,1,1,0,,"2,6","6,5",3,,2,5,0,7,8,9
513,6/18/2025 19:00:00,Played,Rayo Rush5,2R,youssef ai.89,Orange,7,8,"9,1",11,51,10,"8,2","54,9","73,6",1,3,2,0,,"6,1","14,5","5,5",,4,4,2,8,8,10
514,6/18/2025 19:00:00,Played,Rayo Rush5,2R,ismail lo.98,Blue,19,"1,87","5,8",17,14,"5,1","6,5",14,"24,7",13,1,1,0,,"5,7","13,5",10,,6,3,3,9,11,8
515,6/18/2025 19:00:00,Played,Rayo Rush5,2R,anass ca.74,Blue,21,"5,27","5,75",3,10,"2,2","9,3","35,7",60,14,1,1,0,,"5,7","13,5",10,,6,3,3,9,11,8
516,6/18/2025 19:00:00,Played,Rayo Rush5,2R,youness se.44,Blue,22,"1,2","5,45",9,24,"4,2","6,7","24,6","36,7",29,6,1,0,,10,"23,5",10,1,6,3,3,9,11,8
517,6/18/2025 19:00:00,Played,Rayo Rush5,2R,youness da.22,Orange,8,"4,63","4,7",7,19,"3,4",6,"34,1","38,6",106,1,2,0,,"4,4","10,5","5,5",,4,4,2,8,8,10
518,6/18/2025 19:00:00,Played,Rayo Rush5,2R,amin ma.49,Jaune,15,"7,33","6,8",23,34,"8,1","5,5","17,2","-7,6",6,2,3,0,,"4,8","11,5",3,,2,5,0,7,8,9
519,6/18/2025 19:00:00,Played,Rayo Rush5,2R,otmane do.17,Orange,9,"3,4","4,05",2,2,"0,3","7,8","11,7",10,141,1,0,0,,"3,1","7,5","5,5",,4,4,2,8,8,10
520,6/18/2025 19:00:00,Played,Rayo Rush5,2R,brahim sa.40,Jaune,16,"0,67","1,7",1,2,"0,4",3,"19,8",30,288,2,1,0,,"3,5","8,5",3,,2,5,0,7,8,9
521,6/18/2025 19:00:00,Played,Rayo Rush5,2R,yassine ab.57,Jaune,17,"1,2",4,6,9,"2,2","5,8","18,3","31,7",147,2,2,0,,"4,2",10,3,,2,5,0,7,8,9
522,6/18/2025 19:00:00,Played,Rayo Rush5,2R,diyae gh.12,Blue,25,"0,67","5,15",1,0,"0,3",10,"10,5",20,74,0,2,0,,"5,5",13,10,,6,3,3,9,11,8
523,6/18/2025 19:00:00,Played,Rayo Rush5,2R,brahim el.55,Jaune,18,"2,53","3,25",5,2,"0,5",6,8,4,204,1,0,0,,2,5,3,,2,5,0,7,8,9
524,6/18/2025 19:00:00,Played,Rayo Rush5,2R,ahmed na.00,Blue,23,5,"4,7",7,19,"3,4",6,"26,9","44,3",106,3,3,0,,"8,7","20,5",10,,6,3,3,9,11,8
525,6/18/2025 19:00:00,Played,Rayo Rush5,2R,omar le.27,Orange,11,"1,2","2,9",4,1,"0,4","5,4","5,5","2,5",235,0,0,0,,"2,2","5,5","5,5",,4,4,2,8,8,10
526,6/22/2025 20:00:00,Played,Rayo Rush5,2S,youssef lo.41,Jaune,16,"3,03",4,6,11,"1,5","6,5","16,3",20,147,0,0,0,,2,"5,6","5,6",,3,4,4,7,3,5
527,6/22/2025 20:00:00,Played,Rayo Rush5,2S,aymane ma.26,Blue,19,"2,27","4,05",6,8,"2,2","5,9","17,7","31,7",141,2,1,0,,"5,7","15,5",10,,7,3,5,10,14,6
528,6/22/2025 20:00:00,Played,Rayo Rush5,2S,bicher le.84,Blue,21,"4,93","8,7",11,59,"9,8","7,6","46,3","71,8",2,7,2,0,,10,27,10,1,7,3,5,10,14,6
529,6/22/2025 20:00:00,Played,Rayo Rush5,2S,mohamed al.61,Orange,5,"9,23","3,4",3,7,"1,2","5,6","23,1","36,7",191,2,1,0,,"3,1","8,5",3,,2,5,1,7,7,13
530,6/22/2025 20:00:00,Played,Rayo Rush5,2S,amin ma.49,Jaune,15,"7,2","6,8",23,34,"8,1","5,5","17,2","-7,6",6,0,0,0,,2,"5,6","5,6",,3,4,4,7,3,5
531,6/22/2025 20:00:00,Played,Rayo Rush5,2S,mohamed na.83,Blue,22,"3,6","4,7",4,4,"1,1","8,3","14,3","22,5",106,2,1,0,,"5,7","15,5",10,,7,3,5,10,14,6
532,6/22/2025 20:00:00,Played,Rayo Rush5,2S,tarik el.01,Jaune,16,"2,63","2,9",3,1,"0,3","5,5","5,7","3,3",235,0,0,0,,2,"5,6","5,6",,3,4,4,7,3,5
533,6/22/2025 20:00:00,Played,Rayo Rush5,2S,ali la.08,Orange,7,"0,67","1,7",1,1,"0,4",3,"15,2",30,288,1,2,0,,"2,9",8,3,,2,5,1,7,7,13
534,6/22/2025 20:00:00,Played,Rayo Rush5,2S,abdelaziz af.47,Orange,8,"2,93","3,45",6,8,"1,5","5,4","14,3",20,184,2,1,0,,"3,1","8,5",3,,2,5,1,7,7,13
535,6/22/2025 20:00:00,Played,Rayo Rush5,2S,said am.62,Orange,9,"0,67","2,7",2,4,"0,7","4,7","19,6",30,245,2,1,0,,"3,1","8,5",3,,2,5,1,7,7,13
536,6/22/2025 20:00:00,Played,Rayo Rush5,2S,yassin ba.30,Jaune,17,"0,67","2,25",2,1,"0,2","4,3","5,3",5,259,0,0,0,,2,"5,6","5,6",,3,4,4,7,3,5
537,6/22/2025 20:00:00,Played,Rayo Rush5,2S,walid es.22,Blue,25,"0,67","5,2",1,3,"0,4",10,"29,5",40,50,3,1,0,,"6,4","17,5",10,,7,3,5,10,14,6
538,6/22/2025 20:00:00,Played,Rayo Rush5,2S,yassine ab.57,Jaune,18,"1,67",4,6,9,"2,2","5,8","18,3","31,7",147,1,1,0,,"3,3","9,1","5,6",,3,4,4,7,3,5
539,6/22/2025 20:00:00,Played,Rayo Rush5,2S,ismail lo.98,Blue,23,"2,63","5,8",17,14,"5,1","6,5",14,"24,7",13,0,2,0,,"4,8",13,10,,7,3,5,10,14,6
540,6/22/2025 20:00:00,Played,Rayo Rush5,2S,abdessamad es.87,Orange,11,"3,03","3,1",2,1,"0,5","5,7","11,6",20,215,0,2,0,,"2,1",6,3,,2,5,1,7,7,13
541,6/21/2025 21:00:00,Played,Rayo Rush5,3B,anas ri.46,Blue,19,"0,67","5,25",1,1,"0,5",10,"16,2",20,38,1,1,,,10,"13,5",10,1,7,3,5,10,14,6
542,6/21/2025 21:00:00,Played,Rayo Rush5,3B,hamza bo.46,Blue,21,"0,67","5,25",1,1,"0,5",10,"16,2",20,38,1,1,,,10,"13,5",10,1,7,3,5,10,14,6
543,6/21/2025 21:00:00,Played,Rayo Rush5,3B,mohamed aq.85,Jaune,14,"0,67","2,95",1,1,"0,3","5,6","10,7",20,227,1,1,,,5,"9,1","5,6",,3,4,4,7,3,5
544,6/21/2025 21:00:00,Played,Rayo Rush5,3B,tarik sa.67,Orange,5,"0,67","1,65",1,1,"0,3",3,"12,7",20,303,1,1,,,2,"6,5",3,,2,5,1,7,7,13
545,6/21/2025 21:00:00,Played,Rayo Rush5,3B,ismail zo.40,Orange,7,"0,67","1,65",1,1,"0,3",3,"12,7",20,303,1,1,,,2,"6,5",3,,2,5,1,7,7,13
546,6/21/2025 21:00:00,Played,Rayo Rush5,3B,anass se.96,Jaune,15,"0,67","2,95",1,1,"0,3","5,6","10,7",20,227,1,1,,,5,"9,1","5,6",,3,4,4,7,3,5
547,6/21/2025 21:00:00,Played,Rayo Rush5,3B,mohamad ab.53,Blue,22,"0,67","5,25",1,1,"0,5",10,"16,2",20,38,1,1,,,10,"13,5",10,1,7,3,5,10,14,6
548,6/21/2025 21:00:00,Played,Rayo Rush5,3B,ayoub to.62,Blue,25,"0,67","5,25",1,1,"0,5",10,"16,2",20,38,1,1,,,10,"13,5",10,1,7,3,5,10,14,6
549,6/21/2025 21:00:00,Played,Rayo Rush5,3B,anas iz.42,Jaune,16,"0,67","2,95",1,1,"0,3","5,6","10,7",20,227,1,1,,,5,"9,1","5,6",,3,4,4,7,3,5
550,6/21/2025 21:00:00,Played,Rayo Rush5,3B,abdelhafid ai.00,Orange,8,"3,47","3,45",2,2,"0,4","6,5","12,4",15,184,1,1,,,2,"6,5",3,,2,5,1,7,7,13
551,6/21/2025 21:00:00,Played,Rayo Rush5,3B,ayoub no.79,Orange,9,"0,67","1,65",1,1,"0,3",3,"12,7",20,303,1,1,,,2,"6,5",3,,2,5,1,7,7,13
552,6/21/2025 21:00:00,Played,Rayo Rush5,3B,omar sa.30,Jaune,17,"1,87","2,65",2,6,1,"4,3","24,5",45,247,1,1,,,5,"9,1","5,6",,3,4,4,7,3,5
553,6/21/2025 21:00:00,Played,Rayo Rush5,3B,anouar be.58,Orange,11,"0,67","1,65",1,1,"0,3",3,"12,7",20,303,1,1,,,2,"6,5",3,,2,5,1,7,7,13
554,6/21/2025 21:00:00,Played,Rayo Rush5,3B,marwan es.62,Jaune,18,"0,67","2,95",1,1,"0,3","5,6","10,7",20,227,1,1,,,5,"9,1","5,6",,3,4,4,7,3,5
555,6/21/2025 21:00:00,Played,Rayo Rush5,3B,akram sa.62,Blue,23,"0,67","5,25",1,1,"0,5",10,"16,2",20,38,1,1,,,10,"13,5",10,1,7,3,5,10,14,6
556,6/25/2025 19:00:00,Played,Rayo Rush5,2T,youness am.40,Orange,5,"0,67",5,3,13,"2,3","7,7","40,1","63,3",97,6,2,,,10,25,10,1,7,3,3,10,19,8
557,6/25/2025 19:00:00,Played,Rayo Rush5,2T,amin ma.49,Jaune,14,"7,2","6,8",23,34,"8,1","5,5","17,2","-7,6",6,0,0,,,2,3,3,,2,6,1,8,5,14
558,6/25/2025 19:00:00,Played,Rayo Rush5,2T,achraf ra.29,Blue,19,"6,4","6,3",17,40,"7,1","5,5",23,"35,3",10,0,3,,,"4,7","10,4","5,9",,4,4,1,8,10,12
559,6/25/2025 19:00:00,Played,Rayo Rush5,2T,youssef ai.89,Orange,7,"7,7","9,1",11,51,10,"8,2","54,9","73,6",1,6,2,,,10,25,10,1,7,3,3,10,19,8
560,6/25/2025 19:00:00,Played,Rayo Rush5,2T,bicher le.84,Blue,21,"6,27","8,7",11,59,"9,8","7,6","46,3","71,8",2,7,1,,,"8,7","21,4","5,9",,4,4,1,8,10,12
561,6/25/2025 19:00:00,Played,Rayo Rush5,2T,hany mo.83,Blue,22,"1,27","3,55",4,8,"1,1",6,"18,7","22,5",179,2,1,,,"5,1","11,4","5,9",,4,4,1,8,10,12
562,6/25/2025 19:00:00,Played,Rayo Rush5,2T,aymane ch.80,Orange,8,"0,67","3,95",2,4,"0,7","7,2","22,1",30,150,2,0,,,6,14,10,,7,3,3,10,19,8
563,6/25/2025 19:00:00,Played,Rayo Rush5,2T,yassin ba.30,Jaune,15,"1,87","2,25",2,1,"0,2","4,3","5,3",5,259,1,0,,,"2,7",5,3,,2,6,1,8,5,14
564,6/25/2025 19:00:00,Played,Rayo Rush5,2T,ismail lo.98,Blue,25,"3,13","5,8",17,14,"5,1","6,5",14,"24,7",13,0,1,,,"3,6","7,4","5,9",,4,4,1,8,10,12
565,6/25/2025 19:00:00,Played,Rayo Rush5,2T,ahmed na.00,Jaune,16,"5,57","4,7",7,19,"3,4",6,"26,9","44,3",106,2,0,,,"3,5",7,3,,2,6,1,8,5,14
